spam,text,message_length,word_count
0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Téléphone ta tul na Plz. Plz.,86,17
0,Où peut télécharger des films clairs. Dvd copies.,49,8
0,"Oui, par la jolie sculpture.",28,5
0,Rends-lui mes salutations.,26,3
0,Moi aussi regarder le film surya seulement... après 18 heures vijay film POKKIRI,80,13
0,"Dis-moi ce qui arrive, ne te comporte pas comme ça.",51,10
0,Est-ce que tu peux avoir des photos de msgs sur ton téléphone?,62,12
0,Envoyer à quelqu'un d'autre :-),31,5
0,Wat rend certaines personnes plus chères n'est pas seulement de bonheur dat u feel quand vous les rencontrez mais de douleur u feel quand vous manquez de dem!!!,160,28
0,Pour moi l'amour devrait commencer par attraction.i devrait sentir que j'ai besoin d'elle à chaque fois autour de moi.elle devrait être la première chose qui vient dans mes pensées.Je commencerais la journée et finirais avec elle.elle devrait être là à chaque fois que je rêve.amour sera alors quand chaque souffle a son nom.ma vie devrait se produire autour d'elle.ma vie sera nommée à elle.je pleurerais pour elle.je donnerai tout mon bonheur et prendre toutes ses peines.je serai prêt à se battre avec n'importe qui pour elle.je serai amoureux quand je ferai les choses les plus folles pour elle.amour sera quand je n'aurai pas à prouver à quiconque que ma fille est la plus belle dame de toute la planète.je chanterai toujours des louanges pour elle.love sera quand je commencerai à faire le curry de poulet et finirai par makiing sambar.life sera la plus belle alors.ll obtenir tous les matins et remercier Dieu pour la journée parce qu'elle est avec moi.Je voudrais dire beaucoup.,986,163
0,"FR'NDSHIP est comme une aiguille d'une horloge. Bien que V r en d même horloge, V r nt capable 2 meet. Evn si V se rencontrent,itz seulement 4pew secondes. Bt V alwys restent conected. Gud 9t;-)",194,36
0,Je ne pense pas qu'il ait des mains de spatule!,47,10
0,Tu ne peux jamais rien faire.,29,6
1,Un appareil photo numérique SiPix vous est attribué par téléphone au 09061221061. Livraison sous 28jours. Boîte T Cs177. M221BP. Garantie de 2 ans. 150ppm. 16. p£3.99,166,26
0,Bonjour aujourd'hui je suis en retard pour &lt;DECIMAL&gt; min.,63,9
1,WIN URGENT! Votre numéro mobile a été attribué avec un prix de £2000 GUARANTIED appel 09061790121 de la ligne terrestre. réclamation 3030 valide 12hrs seulement 150ppm,167,26
0,"S'il vous plaît, appelez-moi toute erreur de mon côté, désolé, docteur Pls da goto.",83,14
0,Où on se retrouve?,18,4
0,"Il faut une voiture pour se déplacer librement, ses impôts sont scandaleux, mais dans tout ce qu'il y a de bien, la triste partie est que j'ai raté la maison.",158,30
0,Maintenant seulement je suis arrivé à la maison... Je suis très fatigué maintenant.. Je vais venir tomorro,106,17
0,"Ryder est invendu, maintenant Gibbs.",36,5
1,Cher abonné au tirage 4 £100 chèque-cadeau sera entré sur réception d'un an correct. Quand Elvis Presleys a-t-il été anniversaire? Réponse TXT à 80062,150,24
0,Je vais acheter les bandes de test d'ovulation et vous les envoyer. Vous ne les aurez pas jusqu'à ce qu'il marche. Pouvez-vous m'envoyer votre adresse postale.,159,26
0,T'essaies de me faire me jeter d'une falaise ou quoi?,53,10
0,Avez-vous eu un bon anniversaire? Quand est-ce que u wrking nxt? J'ai commencé uni aujourd'hui.,95,15
0,Tu es occupé ou je peux venir à un moment pour comprendre ce qu'on fait demain.,79,16
0,"Ouais vas-y alors, ennuyé et déprimé sittin attendre que le téléphone sonne... Espérons que le vent tombe, effrayant",116,18
0,Chemise noire et jeans bleu...,30,5
0,Je regarde la télé jusqu'à ce que j'oublie 2 regarder mon téléphone.,68,12
1,Message Informations importantes pour l'utilisateur O2. Aujourd'hui est votre jour de chance! 2 découvrez pourquoi vous connecter à http://www.urawinner.com il ya une surprise fantastique vous attend,199,26
0,le soir de la poule. Aller avec une balançoire,46,9
0,"Bonjour, mon amour. Comment va votre journée? Qu'est-ce que vous faites? Je me suis réveillé tôt et suis en ligne vous attendant... Hmmm... Le garçon italien est en ligne je vois. *grins*",187,32
0,De quelqu'un pour ne pas fumer quand chaque fois que j'ai fumé ces deux dernières semaines c'est à cause de toi m'appeler ou m'envoyer un texto que tu voulais fumer,164,30
0,"Non, vous aurez juste un mal de tête essayant de comprendre. U peut me faire confiance pour faire les maths. Je promets. O:-)",125,23
0,S.S. la première fois..dhoni rocks...,37,5
0,Ok mal dire à l'entreprise,26,5
0,"Génial, tu penses qu'on peut avoir un 8ème à l'heure ce soir?",61,12
0,Donc ça veut dire que tu penses toujours au teju,48,10
0,"Non, je suis bon pour le film, est-ce que ça va si je pars dans une heure?",74,17
0,Non non:) c'est kallis home ground.amla home town is durban:),61,10
0,"Alors, faisons-le samedi ou lundi selon la commodité.",53,8
0,On va faire une évaluation sur fri?,35,7
1,"449050000301 Vous avez gagné un prix de £2.000! Pour réclamer, composez le 09050000301.",87,13
0,Je vais déjeuner 4 maintenant avec ma famille puis à l'arrière je vais str 2 verger lor.,88,17
1,"Try SPEEDCHAT, txt SPEEDCHAT à 80155, si vous n'aimez pas em txt SWAP et obtenir un nouveau bavardage! Chat80155 POBox36504W45WQ 150p/msg rcd 16",144,23
0,Annuler cheyyamo et récupérer de l'argent?,42,6
1,Voulez-vous 750 à tout moment n'importe quel réseau mins 150 texte et un nouveau téléphone vidéo pour seulement cinq livres par semaine appeler 08000776320 maintenant ou répondre à la livraison Demain,200,31
0,"Ok, ok, alors, qu'est-ce que c'est que le plan d'aujourd'hui?",61,10
0,"Bonjour, princesse, comment allez-vous?",39,4
0,Aiyar désolé lor oublié 2 dire u...,35,7
1,Pour participer à notre enquête mobile hier! Vous pouvez maintenant avoir 500 textes 2 utiliser comme vous le souhaitez. 2 obtenir txts juste envoyer TXT à 80160 T&C www.txt43.com 1.50p,185,30
0,C'est mon nouveau numéro au fait.,33,6
0,"Hauteur de ""Oh merde...!!"" situation: Un gars jette une lettre luv sur une fille mais tombe sur sa tête de frères qui est gay,.;-):-D",133,24
1,Ur HMV Quiz solde de trésorerie est actuellement £500 - pour maximiser ur cash-in maintenant envoyer HMV1 à 86688 seulement 150p/msg,132,21
0,"Donc, vérifiez vos erreurs et si vous avez eu des difficultés, faites la correction.",84,14
0,Comment ça va?,14,3
0,"Thanx 4 e tau sar piah, c'est pas mal.",38,9
0,J'ai besoin d'une connexion ou quoi que ce soit,47,9
1,N'oubliez pas que vous pouvez placer autant de Demandes GRATUITES avec 1stchoice.co.uk que vous le souhaitez. Pour plus d'informations appelez le 08707808226.,158,22
0,LOL... Non seulement était occupé,33,5
0,Qu'est-ce que tu portes?,24,4
0,Oh:)comme d'habitude vijay film ou son différent?,49,7
1,Je ne sais pas u et u ne me connaissent pas. Envoyer CHAT à 86688 maintenant et nous allons nous trouver! Seulement 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 ans ou plus.,181,30
0,"Tu as passé une bonne journée, la mienne était très occupée, demain soir?",73,13
0,Et est-ce qu'il y a un moyen d'envoyer les trucs de la nuance à elle et elle a été merveilleuse aussi.,102,21
0,Vraiment... J'ai fini mon papier il y a longtemps... Mais wat u copié jus maintenant utilisé? U happy lar... J'ai toujours haf 2 étude :-(,138,25
1,"Merci, gagnant notifié par sms. Bonne chance! Pas de réponse marketing future STOP à 84122 services à la clientèle 08450542832",126,20
0,Bébé? Je t'ai perdu... :-(,26,5
0,"Aide-moi à savoir si elle travaille, non?",41,7
0,"Je ne conduis pas, je vais me faire prendre à la gare.",54,12
0,Pas une goutte dans le réservoir,32,6
0,"(Cela dit, pouvez-vous lui envoyer un texto une fois de plus?)",62,11
0,"Ok, je vais changer aussi...",28,5
1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur all sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),137,30
0,J'étais malade et j'ai dormi toute la journée hier.,51,9
0,"Désolé mec, accidentellement laissé mon téléphone silencieux hier soir et n'a pas vérifié jusqu'à ce que je me lève",115,19
0,Il y a quelque chose qui s'est passé la dernière minute. Je pense que je devrais m'inscrire à Tmr.. Hee,103,20
0,C'est un adulte et il apprendrait de l'expérience. Il n'y a pas de vrai danger. Je n'aime pas les peeps qui utilisent des drogues dont ils n'ont pas besoin.,156,29
0,Il y a de la pizza végétarienne...,34,7
0,Yun achetant... mais l'école a eu l'offre 2000 plus seulement...,64,10
0,Tu es sûr que tes voisins ne l'ont pas ramassé.,47,10
0,K. Je vais l'envoyer à nouveau,30,6
0,Il est temps de faire des truffes d'oréo.,41,8
0,"Haha ouais je vois ça maintenant, sois là dans une seconde",58,11
0,"Je n'aurai pas son numéro, monsieur.",36,6
0,Lol maintenant je suis après ce ballon d'air chaud!,51,9
0,Ok.. maintenant je suis dans le bus.. Si je viens bientôt je viendrai autrement demain,86,15
0,Msgs r pas le temps passe.Ils disent silencieusement que je pense à U en ce moment et aussi faire U penser à moi au moins 4 un moment. Gd nt.swt drms @Shesil,157,32
0,"Oui, on peut sûrement passer une fois que mon colocataire aura fini avec sa copine.",83,15
1,"Vous avez ce qu'il faut pour 2 participer au WRC à Oz? U can avec Lucozade Energy! Texte RALLY LE à 61200 (25p), voir packs ou lucozade.co.uk/wrc & itcould be u!",161,31
0,Joyeuses nouvelles années de mélodie!,37,5
0,Ü faut-il choisir l'ur gf?,26,5
0,Tu ferais mieux de ne pas l'avoir dit à 5 autres filles non plus.,65,14
0,L'horrible u mange des macs manger jusqu'à ce que u a oublié abt me déjà rite... U prendre si longtemps 2 réponses. Je pense que c'est plus toot que b4 donc b préparé. Maintenant je vais manger?,194,37
0,"Est-ce qu'il m'a dit à quel point je suis fantastique, ou quoi que ce soit qui a besoin d'une plus grande 2 vie que de perdre la volonté de vivre, est-ce que vous pensez que je serais la 2 première personne à mourir de N V Q?",225,47
0,Je suis juste venu à hme da..,29,7
0,"Je suis à l'extérieur des îles, dirigez-vous vers la roche dure et vous me rencontrerez.",88,15
0,À la classe de jour il n'y a pas de classe.,43,11
0,Je suis en velachery chenni:),29,5
0,Tu t'es encore défoncé?,23,4
0,"K me donner une seconde, casser un &lt;#&gt; à cstore",53,10
0,Suis-je si mal à éviter comme ça?,33,7
0,Tu viens juste de récupérer ma voiture.,39,7
0,C'est pas ennuyant.,19,3
0,"Bonjour, Aujourd'hui je suis en retard pour &lt;#&gt; min.",58,9
0,Il n'y a pas de raison de s'accrocher à M. pas bien s'il n'est pas heureux,74,16
0,Tous viendront en vie.Mieux vaut corriger n'importe quelle figure belle là-bas..,80,11
0,"Dans ce cas, je suppose que je te verrai à la loge du campus.",61,14
0,C'est fini...,13,2
0,"Viens chez moi pour la dernière fois, crois-moi.",48,8
0,C'est dommage qu'on ait raté une soirée avec des quiz popcorn et que tu fasses mes cheveux.,91,17
1,Sex up ur mobile avec une photo sexy GRATUITE de la Jordanie! Il suffit de texte BABE à 88600. Puis chaque wk obtenir une célébration sexy! PocketBabe.co.uk 4 photos de plus. 16 £3/wk 087016248,193,34
0,"C'est bon, c'est bon.",21,4
1,Vous avez 1 nouveau message vocal. S'il vous plaît appelez 08719181503,70,11
0,Ce qu'il a dit n'est pas la question.,37,8
0,"Al il est gémissement sur moi si n e mince va à tort sa faute&al de arguments r ma faute&fed de lui de lui si y dérangent? Hav 2go, quex.xx",139,30
0,NEFT Transaction avec numéro de référence &lt;#&gt; pour Rs. &lt;DECIMAL&gt; a été crédité au compte bénéficiaire sur &lt;#&gt; à &lt;TIME&gt; : &lt;#&gt;,154,22
0,"Dans le cas contraire, il n'y avait pas d'emploi à temps partiel.",65,12
0,Je sais qu'elle m'a appelé.,27,5
0,"Moi aussi da, je me sens hier soir attendre jusqu'à 2 jours soir cher.",70,14
0,"Merci d'avoir compris, j'ai essayé de le dire à Sura.",53,10
1,WIN une année fourniture de CD 4 un magasin de choix d'une valeur de £500 et entrez notre £100 tirage hebdomadaire txt MUSIC à 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,171,27
0,"Toute la voiture a apprécié les deux derniers! Papa et ont une carte de lecture semi argument, mais à part que les choses vont bien. P.",135,26
1,"En tant qu'abonné SIM, vous êtes sélectionné pour recevoir un Bonus! Obtenez-le livré à votre porte, Txt le mot OK to No: 88600 à réclamer. 150p/msg, EXP. 30Apr",160,28
0,J'ai besoin que tu sois dans mes bras forts...,46,9
0,Vous manquez aussi maaaan.,26,4
0,Son vrai bday est en avril.,27,6
0,Tu ne seras pas là avant 9 h?,29,8
0,Ok alors je viendrai à la maison après une demi-heure,53,10
0,Tu veux aller à Walmart bientôt?,32,6
0,"Oui, probablement mais pas sûr. Ilol nous le fait savoir, mais personnellement je ne m'embête pas, puis encore si vous allez à alors je râle aussi!!",148,26
0,"Tout flippant comme ça, il ne pensera pas qu'on a oublié.",57,11
0,"Ce serait bien... je t'appellerai pour le déjeuner, d'accord, pour organiser quelque chose?",91,13
1,"Vous avez 1 nouveau message vocal, s'il vous plaît appelez le 08719181513.",74,12
0,"Merde, tu peux y arriver ce soir ou tu veux attendre demain?",60,12
0,K.k..i va aussi bien :) quand terminerez-vous le cours?,55,9
0,"C'est vrai. C'est passable. Et si vous obtenez un score élevé et postuler pour Phd, vous obtenez 5ans de salaire. Ainsi, il rend la vie plus facile.",148,27
1,No. 1 Nokia Tone 4 ur maf chaque semaine! Il suffit de txt NOK à 87021. 1er Tone GRATUIT! donc obtenez txtin maintenant et dites à vos amis. 150p/ton. 16 réponse HL 4info,170,33
0,Prakesh est au courant.,23,4
0,"Enseigne-moi les apps da, quand tu viendras à l'université.",59,9
0,Rofl betta investit dans certains produits anti-vieillissement,62,7
0,"Monsieur, vous ne recevrez pas le compte 1 h de plus, désolé pour le retard.",76,15
1,Répondez avec votre nom et adresse et VOUS RECEVEZ PAR POSTE une semaine d'hébergement entièrement gratuit à différents emplacements mondiaux www.phb1.com ph:08700435505150p,173,22
0,Donc ü'll va soumettre da projet tmr rite?,42,8
1,Entrée GRATUITE dans notre comp hebdomadaire £250 il suffit d'envoyer le mot ENTER à 84128 MAINTENANT. 18 T&C www.textcomp.com cust care 08712405020.,149,22
0,Jus ans me lar. U'll noe plus tard.,35,8
0,Je veux envoyer quelque chose qui peut vendre rapidement. &lt;#&gt; k n'est pas de l'argent facile.,99,16
0,ont * peu de choses à faire. mai être dans * pub plus tard.,59,14
0,"Fin de la réunion, appelez-moi.",31,5
0,Je lui arrache son sac aussi.,29,6
0,Bonjour-/@drivby-:0quit edrunk désolé sif pthis ne fait pas de senrd-dnot pas comment ^ dancce 2 tambour n basq!ihave fun 2nhite x ros xxxxxx,141,23
0,Combien on a?,13,3
0,Le papier est-il dans la matinée ou dans l'arrière?,51,9
0,"Cher soulagé de westonzoyland, tous vont planifier cette fin aussi!",67,10
0,J'espère que vous avez un grand nouveau semestre. Je vous souhaite le meilleur. Vous êtes fait pour la grandeur.,112,19
0,Oh oui je peux parler txt 2 u non! Hmm. Vous avez reçu un e-mail?,65,15
0,"Je veux vous montrer le monde, princesse :) Que diriez-vous d'europe?",69,11
0,Personne ne peut décider où manger et papa veut chinois,55,10
0,Je suis dans la salle d'attente des docs.,41,8
0,Je vais bientôt dîner.,22,4
0,Bonjour quel site pour télécharger des chansons ses pls urgents,63,10
0,"Je sais ce que vous voulez dire, c'est le roi de pas havin crédit! Je suis goin2bed maintenant. Nuit douce! Seulement 1 plus de sommeil!",136,25
0,Je fais des trucs au sch.,25,6
0,"Je n'arrive pas à 2NITE-TELL tout le monde 1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IL MITE B SORTE, mais IL EXPLOITE TOUT LE MON.L8RS.x",155,30
1,S'il vous plaît APPELEZ 08712402779 immédiatement car il y a un message urgent vous attendant,93,15
0,Ouais comme si c'était comme ça avec mes amis imma flip ma merde dans une demi-heure,84,16
0,"Maman dit qu'on veut qu'on parte, puis qu'elle peut fuir l'exposition de la montre bian da glass...",99,17
0,Quel est ton plan pour le pongal?,33,7
0,Attendez jusqu'à la fin de la marche quand El Nino se retrouvera.,65,12
0,"Pas encore Chikku.. aller à la chambre NW, je suis dans le bus..",64,13
0,"Je fais aussi en cbe seulement, mais je dois payer.",51,10
0,"Chéri, j'ai raté u.",19,4
0,"Nous avons envoyé JD pour le service à la clientèle cum Executive comptes à ur mail id, Pour plus de détails contactez-nous",123,22
0,Je suis chez mes parents qui ont de l'argent.,45,9
0,"Merci beaucoup. Quand nous avons escamoté kz et sura, nous n'avons pas obtenu le plaisir de votre compagnie. Espérons que vous êtes bon. Nous vous avons donné ultimatum oh! Nous sommes compte jusqu'à aburo. Profitez!",216,35
1,"Les gays affamés se sentent affamés et en hausse de 4, maintenant. Appelez 08718730555 juste 10p/min. Pour arrêter les messages appelez 08712460324 (10p/min)",157,23
0,N'oublie pas qu'un ami dans le besoin...,40,7
0,Je le verrai dans une demi-heure.,33,6
0,"Im dans inperialmusic écoutant2le morceau le plus bizarre jamais réalisé par=""leafcutter john=""-sounds comme les insectes étant molested&quelque plomberie, remixé par les hommes maléfiques sur l'acide!",201,25
0,"Désolé de t'avoir donné une hunny plus belliqueuse, juste au lit, mais je suis allé 2 thepub l8tr si uwana mt up? charge un luv Jenxxx.",135,26
0,Dites-lui ces mots exacts tout de suite.,40,7
1,Est-ce que U peut obtenir 2 téléphone MAINTENANT? Je veux discuter 2 set up me rencontrer Appelez-moi MAINTENANT sur 09096102316 U peut cum ici 2moro Luv JANE xx Appels£1/minmoremobsEMSPOBox45PO139WA,199,29
0,"Tee Hee, à la conférence, au revoir.",36,7
0,"Désolé chikku, ma cellule a eu quelques problèmes et j'ai pu répondre u ou msg u..",82,16
0,"Si vous n'avez toujours pas ramassé la pâte, faites-le moi savoir pour que je puisse aller à l'endroit où je l'ai envoyé pour obtenir le numéro de contrôle.",156,28
1,opérateur de réseau. Le service est gratuit. Pour la visite de T & C 80488.biz,78,15
0,Dites-moi comment vous contacter.,33,4
0,Tu as gagné 2 u bizarrement?,28,6
0,Je peux faire du lor...,23,5
0,Ne mettez pas votre téléphone en mode silencieux ok,51,9
0,Puis-je rencontrer ü à 5.. Comme 4 où dépend de où ü wan 2 en lor..,67,16
0,Attendre 4 mon émission de télé 2 commencer lor... U leh toujours occupé à faire le rapport d'ur?,97,18
0,C'est la première fois que tu utilises ce genre de mots.,56,11
0,Suis-je le seul à ne pas suivre les profils?,44,9
0,"Toujours une citation verte jamais racontée par Jerry dans le dessin animé ""Une personne qui irrite u Est toujours celui qui aime u Vry Much But Fails to Express It...!.!! :-) :-) gud nyt",187,34
0,"Oui, c'est ce que je pensais.",29,6
0,"Mais si elle boit, je vais bien.",32,7
0,"Je me demandais, les autres sont partis.",40,7
0,"La nuit s'est terminée pour un autre jour, le matin est venu d'une manière spéciale. Puissiez-vous sourire comme les rayons ensoleillés et laissez vos soucis à la baie bleue. Gud mrng",183,31
0,"Qu'est-ce que tu fais, mon chien? Dois-je toujours attendre la fin de ta journée pour avoir des nouvelles de toi? As-tu déjà manqué de temps sur ta cellule?",156,28
0,Bonne année à u aussi!,22,5
0,"Hey...Bonne affaire...Visite à la ferme de 9h à 17h 95$/pax, dépôt de 50$ avant le 16 mai",89,17
0,Mangez jap fait oso aft ur lect... Ü a obtenu lect à 12 rite...,63,14
0,"Je t'ai vue en ligne une seconde et tu as disparu, que s'est-il passé?",70,14
0,"Da ma date de naissance dans le certificat est en avril, mais la vraie date est aujourd'hui. Mais ne la publiez pas. Je vous donnerai un cadeau spécial si vous gardez le secret.",177,33
0,Joyeux anniversaire... Que tous nos rêves se réalisent...,57,8
0,Aiyah u s'est déjà bien passé.,30,6
0,Dis-lui que j'ai dit qu'il fallait manger.,42,7
0,"Bien sûr! Je conduis, mais j'arriverai bientôt à ma destination.",64,10
0,"Moi aussi, combien pour une 8e?",31,6
0,Votre texto quotidien de moi – une faveur cette fois,52,10
0,Alors qu'est-ce qui se passe à propos d'Ola?,44,8
0,Ces enfoirés. Si ça vous fait vous sentir mieux ipads sont des objets de nouveauté sans valeur et vous devriez vous sentir mal pour même vouloir un,147,27
0,Il a dit t-shirt.,17,4
0,"FRAN J'ai DÉCIDE 2 JE VAIS JE VAIS BROQUER COMPLETEMENT UN KNACKERED JE VAIS BOUT 3 C U 2MRW LOVE JANX P.S C'EST MON DADS FONE, NON CRÉDIT",138,28
0,Je prends rendez-vous tout de suite.,36,6
0,La désignation est développeur de logiciel et peut être elle obtient chenni:),77,12
1,Profitez du jamster videosound gold club avec vos crédits pour 2 nouvelles videosounds+ logos+musicnews! obtenez plus de plaisir de jamster.co.uk! 16+seulement Aide? appelez: 09701213186,186,24
1,"Obtenez 3 Lions Angleterre ton, réponse lionm 4 mono ou lionp 4 poly. 4 plus go 2 www.ringtones.co.uk, le meilleur n original. Tones 3GBP tarifs d'opérateur de réseau s'appliquent",179,29
0,Je suis occupé alors je vais déranger ü.,40,8
0,Ne faites pas de sms et conduisez pas!,38,8
0,"Je serai toujours là, même si c'est juste dans l'esprit. J'aurai bientôt un bb. J'essaie juste d'être sûr que j'en ai besoin.",125,22
0,"Si tu t'en vas, je serai brisé. Plz reste avec moi.",51,11
0,J'aime u 2 babe! R u sûr que tout est alrite. Est-ce qu'il est un idiot? Txt bak girlie,87,19
0,Comment abt faire des photos plus grandes?,42,7
0,"L'une des couleurs est assez légère et l'autre est plus sombre. En fait, j'ai fini de la coiffer maintenant.",108,19
0,"Quandevr ur triste, Whereevr ur gris, Remembr im ici 2 listen 2 watevr u voulez dire, Jus marche m'a un petit moment,&amp; je promets que je ramènerai ur sourire.:-)",165,29
0,"D'accord, donne-moi du gâterie.",31,4
1,"Gagnez le plus récent d'Harry Potter et l'Ordre du Phénix (Livre 5) réponse HARRY, répondre 5 questions - chance d'être le premier parmi les lecteurs!",150,25
0,Comment était le travail aujourd'hui?,37,5
0,"Tu cries et tu gémis au lit, princesse?",39,8
0,"Je me réveille il y a longtemps déjà... Dunno, quoi d'autre?",60,11
0,J'ai juste le droit de me venger de toi.. u?,44,10
0,J'ai 50 shd être ok dit plus moins 10. Est-ce que ü a laissé une ligne entre les paragraphes?,93,19
0,Pouvez-vous m'appeler plz. Votre numéro apparaît hors de la zone couverte. J'ai urgnt appel dans vasai &amp; doivent atteindre avant 4'o horloge donc appelez-moi plz,165,25
0,"Ouais, jay est une espèce d'imbécile.",37,6
0,"Désolé, j'étais dans la salle de bain.",38,7
1,Ur balance est maintenant £500. Ur prochaine question est: Qui a chanté 'Uptown Girl' dans les années 80? 2 réponse txt ur RÉPONSE à 83600. Bonne chance!,153,27
0,Mon examen est pour février 4. Je vous souhaite une bonne journée.,66,12
0,"Je ne sais pas quoi faire pour en sortir, donc je ne pose que des questions comme celle-ci ne m'erreur pas.",107,21
0,"Ne vous pressez pas, je demanderai à Jay.",41,8
0,"Bonjour Plz, appelez-moi monsieur.",34,4
0,"C'est bon, on dort tôt aussi... Nite...",39,7
0,"Oh... Icic... K lor, den meeting l'autre jour...",48,8
0,"Oh! Une demi-heure est beaucoup plus longue en Syrie qu'au Canada, hein? Wow vous devez obtenir tellement plus de travail fait en une journée que nous avec tout ce temps supplémentaire! *grins*",193,32
0,"Parfois, nous mettons des murs autour de nos cœurs, non seulement pour être à l'abri des blessures.. Mais pour trouver qui se soucie assez pour briser les murs &amp; se rapprocher.. GOODNOON:)",192,32
0,"Doucement, nous pouvons ou non aller à 4U pour rencontrer Carlos donc jauger l'intérêt de Patty dans ce",103,18
0,Alors elle achète aujourd'hui? Ü pas besoin de meh...,53,9
0,Désolé d'avoir pris dix ans pour me doucher.,44,8
0,Tous les lundis..nxt semaine vl compléter..,43,6
0,Peut-être bien im là-bas.,25,4
0,Si vous pouviez dormir la douleur n'est pas une urgence chirurgicale alors voyez comment elle se déroule.,105,17
0,"Oui, j'essaierai de trouver quelque chose.",42,6
0,"C'est fou qu'il soit marié. J'aime les mecs qui ne me regardent pas. J'ai l'impression de dire qu'il est la fauve de Korean Leona, mais je sais qu'il l'est.",156,29
0,Étaient quelque part sur Fredericksburg,39,5
0,Que pases un buen tiempo ou quelque chose comme ça,50,10
0,Xavier a un sac de couchage et je me fatigue.,45,10
0,Elle n'a pas besoin de test.,28,6
0,"Rien, du froid à la maison.",27,6
1,"GRATUITS2DAY sexy St George's Day pic of Jordan!Txt PIC à 89080 à ne pas manquer, puis chaque wk une bonne fête!4 photos de plus c PocketBabe.co.uk 0870241182716 £3/wk",167,28
0,Bugis oso près de wat...,24,5
0,"Il n'y a pas de classe Tmrw, n'est-ce pas?",42,9
0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide Et U ne perdra jamais dans le monde...gnun - Envoyé via WAY2SMS.COM,126,26
0,"Bonne nuit, dormez bien, s'il vous plaît prenez soin de papa.",61,11
0,Baaaaabe! Je manque de youuuuu! Où es-tu? Je dois aller enseigner mon cours à 5...,82,15
0,Il faut le convaincre qu'il n'est pas possible qu'il fasse mal à son sentiment qu'il est le principal.,102,18
0,"Bonjour amant-boy! Comment va votre journée? Toute chance est venue à votre chemin? Je pense à vous, ma chérie et envoyer mon amour à travers la mer pour vous faire sourire et heureux",183,33
0,"Si je commence à envoyer la torche de mûre à la nigère, tu trouveras un acheteur pour moi? comme 4a mois. Et dis à papa de ne pas acheter bb à quelqu'un oh.",156,33
0,"&lt;#&gt; %of ple se marie avec leurs amants... becz hav gud undrstndng dat évite les problèmes. j'ai envoyé dis 2 u, u wil obtenir des nouvelles de gud le vendredi par la personne que vous aimez. Et demain sera le meilleur jour de votre vie. Ne brisez pas cette chaîne. Si vous rompez vous souffrirez. envoyer ceci à &lt;#&gt; frnds in &lt;#&gt; mins whn u read...",365,66
0,Yo mec devine qui vient d'être arrêté l'autre jour,50,9
0,Shuhui dire changer 2 suntec bateau à vapeur? U noe où? Où r u maintenant?,74,15
0,Que fait la rivière de la danse?,32,7
0,"Je suis désolé, mais Moji et moi avons l'air trop occupé pour pouvoir faire du shopping. Pouvez-vous trouver un autre moyen d'obtenir ce que vous vouliez que nous obtenions. Pardonnez-moi. Vous pouvez répondre gratuitement via Yahoo messager.",242,37
0,"Hé, je vais être très en retard... tu veux aller à la leçon d'abord? Je vais me joindre à toi. Je n'arrive qu'à tp mrt",118,25
1,"HOT LIVE FANTASIES appelez maintenant 08707509020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",112,19
0,Bbq ce assis à la mienne de 6ish. Ur bienvenue 2 venir,54,12
0,"Je ne sais pas, la même chose qui est mal souvent, il panique commence à aller sur le bout de ne pas être assez bon...",118,25
0,"Bon, je suis dehors, bonne nuit!",32,6
0,Tu as essayé de faire un autre cul.,35,8
0,J'espère que vous vous sentez bien.,35,6
0,"J'ai l'impression qu'on ne s'amuse pas, alors bar en ville ou quelque chose comme ça, ça sonne bien?",100,18
0,"1) Aller à écrire msg 2) Mettre sur le mode dictionnaire 3) Couvrir l'écran avec la main, 4)Press &lt;#&gt;. 5)Gently supprimer Ur main.. Son intéressant..:)",157,25
1,"Bears Pic Nick, et Tom, Pete et... Dick. En fait, tous les types d'essayer le chat gay avec le téléchargement de photo appeler 0871873066 (10p/min). 2 arrêts textes téléphone 08712460324",186,30
1,"500 nouveaux Mobiles à partir de 2004, DOIVENT GO! Txt: NOKIA to No: 89545 & collectionnez le vôtre dès aujourd'hui!À partir de seulement £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",199,28
0,Nous sommes enfin prêts fyi,27,5
0,Tante huai juan ne décroche jamais son téléphone,48,8
1,Double Mins & Double Txt & 1/2 prix Linerental sur les derniers mobiles Bluetooth Orange. Appelez MobileUpd8 pour les dernières offres. 08000839402 ou call2optout/LF56,167,24
0,"Oui, c'est le problème.",23,4
